"id","agent","alpha","gamma","epsilon","training_index","train_performance","test_performance","num_states_visited","avg_visits_per_state","avg_score","avg_guesses","training_delta_raw","training_delta_rms"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","0","0.886520737327189","0.9117647058823529","225","43.52","-9.622837370242214","4.486159169550173","438.12193417533894","3.477458848663708"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","1","0.9009216589861752","0.8875432525951558","231","42.34199134199134","-10.550173010380623","4.698961937716263","268.995322805837","1.7898501719147204"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","2","0.8905529953917051","0.889273356401384","232","41.793103448275865","-9.691176470588236","4.525951557093426","182.13196071912446","1.106696642648901"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","3","0.880184331797235","0.889273356401384","234","41.61538461538461","-9.740484429065743","4.493079584775087","148.6533479279585","0.8644868086200389"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","4","0.9043778801843319","0.8996539792387543","234","41.67094017094017","-9.747404844290658","4.527681660899654","123.34486673939763","0.7082381018187334"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","5","0.8830645161290323","0.884083044982699","234","41.965811965811966","-10.434256055363322","4.692041522491349","110.325863909004","0.6351923283416"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","6","0.9164746543778802","0.870242214532872","236","40.58898305084746","-9.849480968858131","4.529411764705882","89.53427896921495","0.4538580858619695"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","7","0.9026497695852534","0.9342560553633218","236","40.49576271186441","-9.540657439446367","4.494809688581315","82.66153290263065","0.4026328845455699"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","8","0.9009216589861752","0.9117647058823529","237","40.59915611814346","-9.470588235294118","4.4411764705882355","78.17677769686041","0.3774221784942265"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","9","0.9101382488479263","0.8788927335640139","237","40.59493670886076","-10.358131487889274","4.698961937716263","78.49388697952298","0.36028133774042714"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","10","0.9089861751152074","0.9048442906574394","237","40.48945147679325","-9.528546712802768","4.448096885813149","66.92951548753604","0.2773040829202691"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","11","0.9112903225806451","0.8927335640138409","237","40.586497890295355","-10.374567474048442","4.6522491349480966","67.86196452481374","0.3084376863467169"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","12","0.8997695852534562","0.9065743944636678","237","41.139240506329116","-10.35121107266436","4.676470588235294","76.19183134379915","0.3431391607533442"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","13","0.9130184331797235","0.9013840830449827","237","40.438818565400844","-9.583044982698961","4.458477508650519","74.92355585522876","0.33254680129433667"
"SarsaAgent-0.05-0.90-0.05","SarsaAgent","0.05","0.9","0.05","14","0.9026497695852534","0.9256055363321799","237","40.48945147679325","-9.66089965397924","4.477508650519031","69.45112780899298","0.3293984683708726"
