"id","agent","alpha","gamma","epsilon","training_index","test_performance","num_states_visited","avg_visits_per_state","avg_score","avg_guesses","training_delta_raw","training_delta_rms"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","46","0.9256055363321799","239","40.79916317991632","-5.073529411764706","4.439446366782007","726.1311931784375","2.4571755418826218"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","47","0.8927335640138409","239","40.76987447698745","-6.492214532871972","4.664359861591696","719.1522312058611","2.3056013320353252"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","48","0.8460207612456747","239","40.71129707112971","-6.328719723183391","4.71280276816609","711.3604399603583","2.2988834516233405"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","49","0.8788927335640139","239","40.99163179916318","-5.595155709342561","4.610726643598616","748.6793737126804","2.3538854736911117"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","50","0.9152249134948097","239","41.13389121338912","-6.064878892733564","4.52076124567474","731.8392670149549","2.326499898868407"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","51","0.8806228373702422","239","40.73221757322176","-6.164359861591696","4.698961937716263","689.6390358154092","2.2857579181443732"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","52","0.8650519031141869","239","40.9163179916318","-6.117647058823529","4.759515570934256","730.6757335118566","2.6946129277090174"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","53","0.9013840830449827","239","40.73640167364017","-5.235294117647059","4.4878892733564015","755.3191264630531","2.456293663513095"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","54","0.8529411764705882","239","40.8744769874477","-6.559688581314879","4.801038062283737","793.7957349214687","2.6522337434012777"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","55","0.8875432525951558","239","40.9163179916318","-6.3633217993079585","4.602076124567474","706.9267328091121","2.371480190718127"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","56","0.9100346020761245","239","41.02928870292887","-6.263840830449827","4.73356401384083","715.4221778922996","2.153058182924093"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","57","0.9134948096885813","239","40.88284518828452","-6.353806228373703","4.659169550173011","733.9779445870743","2.5336733899245627"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","58","0.8961937716262975","239","41.21338912133891","-5.443771626297578","4.527681660899654","693.5234287637758","1.9421682804981713"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","59","0.8737024221453287","239","40.59414225941423","-6.252595155709343","4.762975778546712","770.6010119873579","2.32499161014265"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","60","0.8771626297577855","239","40.66108786610879","-6.298442906574395","4.742214532871972","763.3471922696832","2.5064023749317323"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","61","0.8788927335640139","239","41.19246861924686","-6.826989619377162","4.7076124567474045","703.1153707362167","2.4473176576241062"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","62","0.884083044982699","239","41.02092050209205","-6.435121107266436","4.66955017301038","713.9760294399374","2.272129917798136"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","63","0.9013840830449827","239","41.15481171548117","-5.253460207612457","4.529411764705882","764.8549681477347","2.451355947421821"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","64","0.8546712802768166","239","40.92050209205021","-6.480103806228374","4.759515570934256","720.0463503915854","2.4316231617786452"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","65","0.8615916955017301","239","41.2510460251046","-6.218858131487889","4.728373702422146","721.4603234938525","2.492240706564482"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","66","0.8823529411764706","239","40.82845188284519","-5.757785467128028","4.6211072664359865","761.2590573604227","2.5428125545867806"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","67","0.9152249134948097","239","41.17573221757322","-5.129757785467128","4.4809688581314875","726.890917102442","2.114100664411387"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","68","0.8979238754325259","239","40.71129707112971","-6.329584775086505","4.595155709342561","716.3673860956511","2.5849465888764627"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","69","0.8788927335640139","239","40.72384937238494","-6.446366782006921","4.645328719723183","728.958620067153","2.613840871321804"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","70","0.8685121107266436","239","41.10041841004184","-5.753460207612457","4.583044982698962","751.0467189851463","2.259451940148363"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","71","0.8979238754325259","239","40.98744769874477","-6.416955017301038","4.586505190311419","739.2266701026504","2.3142401353768483"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","72","0.8823529411764706","239","41.01673640167364","-5.4645328719723185","4.5432525951557095","704.5904411697423","2.438419138525065"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","73","0.8719723183391004","239","40.63179916317991","-6.586505190311419","4.788927335640138","674.6511687354191","2.3467739580986837"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","74","0.8737024221453287","239","40.81171548117155","-6.470588235294118","4.719723183391004","727.5339427777883","2.621579086069786"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","75","0.870242214532872","239","40.79497907949791","-6.072664359861592","4.659169550173011","732.3679418721731","2.432737191246401"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","76","0.8546712802768166","239","41.06694560669456","-6.606401384083045","4.825259515570934","728.5240378360243","2.2865650525526484"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","77","0.889273356401384","239","40.7907949790795","-5.772491349480969","4.626297577854671","723.7511114052853","2.473221447203489"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","78","0.889273356401384","239","41.17991631799163","-6.501730103806229","4.6211072664359865","727.531585791635","2.73898694958172"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","79","0.9048442906574394","239","40.54393305439331","-5.27076124567474","4.583044982698962","719.8163755312282","2.574266286238863"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","80","0.8788927335640139","239","40.84100418410042","-6.860726643598616","4.717993079584775","759.5272840327123","2.5502108518018707"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","81","0.9013840830449827","239","40.71548117154812","-6.274221453287197","4.633217993079585","757.4949585233857","2.309489064822107"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","82","0.8737024221453287","239","41.20502092050209","-6.115051903114187","4.70242214532872","698.5344031530202","2.3723203364979044"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","83","0.8910034602076125","239","40.90376569037657","-6.653114186851211","4.645328719723183","709.4675124235611","2.4223887478889656"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","84","0.8615916955017301","239","41.05020920502092","-6.440311418685121","4.790657439446367","730.0495424364508","2.4720786409961235"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","85","0.9013840830449827","239","40.64853556485355","-5.377162629757786","4.506920415224913","766.947155284094","2.5226953221303483"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","86","0.9083044982698962","239","41.21338912133891","-5.823529411764706","4.662629757785467","704.9520891988975","2.2603603831421646"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","87","0.8719723183391004","239","41.20083682008368","-6.429065743944637","4.77681660899654","674.3750603419504","2.391802329761748"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","88","0.8771626297577855","239","40.96652719665272","-6.486159169550173","4.629757785467128","724.5260740163666","2.219138228066127"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","89","0.8979238754325259","239","40.89539748953975","-6.358131487889273","4.600346020761246","756.9181473712584","2.326275148981545"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","90","0.9100346020761245","239","41.07112970711297","-5.154844290657439","4.491349480968858","671.870836620581","2.207601838141979"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","91","0.8788927335640139","239","41.09623430962343","-5.298442906574395","4.482698961937716","707.4058506011093","2.336330194308096"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","92","0.8719723183391004","239","41.13389121338912","-6.176470588235294","4.704152249134948","716.7631713088083","2.414088064488455"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","93","0.903114186851211","239","40.90794979079498","-5.416089965397924","4.544982698961937","810.7440130978863","2.6371550499537433"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","94","0.9013840830449827","239","41.18828451882845","-5.2854671280276815","4.5121107266435985","712.7725312424068","2.4069484500700007"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","95","0.9152249134948097","239","40.77824267782427","-6.251730103806229","4.617647058823529","776.4906181007836","2.553966374249154"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","96","0.8737024221453287","239","41.07949790794979","-7.040657439446367","4.735294117647059","778.5599917752294","2.3460952699936772"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","97","0.884083044982699","239","40.87029288702929","-6.310553633217993","4.686851211072664","758.6371602707228","2.4798060693124717"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","98","0.8806228373702422","239","40.76150627615063","-5.817474048442906","4.617647058823529","737.0065937867403","2.5149738346937918"
"SarsaAgent-0.50-0.90-0.20","SarsaAgent","0.5","0.9","0.2","99","0.884083044982699","239","40.76569037656904","-6.248269896193771","4.693771626297578","731.3895258566951","2.3233783135871993"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","0","0.8615916955017301","221","44.289592760180994","-6.327854671280277","4.726643598615917","407.8715939340957","3.0636397698025037"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","1","0.8771626297577855","229","42.4410480349345","-5.608996539792387","4.593425605536332","231.1697363820346","1.2394238678096285"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","2","0.8996539792387543","234","41.44871794871795","-5.075259515570934","4.470588235294118","176.2218097420957","0.7819226739399958"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","3","0.8944636678200693","235","41.212765957446805","-5.173010380622838","4.474048442906574","144.66132015878466","0.6286800330059218"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","4","0.9013840830449827","236","41.279661016949156","-5.10121107266436","4.539792387543253","141.27869864309093","0.5663320537475854"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","5","0.9048442906574394","236","41.144067796610166","-5.857266435986159","4.631487889273356","145.3454250058288","0.5878937385115177"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","6","0.8823529411764706","236","40.932203389830505","-6.170415224913495","4.705882352941177","130.93231782575464","0.5299202214458596"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","7","0.9152249134948097","237","40.89873417721519","-5.088235294117647","4.506920415224913","134.84891173255116","0.5024810673503087"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","8","0.9100346020761245","237","40.48523206751055","-5.115916955017301","4.52076124567474","127.23868898660263","0.4833416947040834"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","9","0.8996539792387543","237","41.08860759493671","-5.7932525951557095","4.659169550173011","112.79025525853943","0.42317700799270885"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","10","0.8944636678200693","237","40.89029535864979","-5.319204152249135","4.557093425605537","118.67874625369528","0.466877282559801"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","11","0.8910034602076125","237","41.09282700421941","-5.825259515570934","4.66955017301038","119.37314373569278","0.443679367267641"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","12","0.8961937716262975","237","41.029535864978904","-4.826989619377162","4.429065743944637","117.40679754651674","0.4319267145399952"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","13","0.8650519031141869","237","40.860759493670884","-6.179065743944637","4.695501730103806","119.5757743693738","0.46134385102206515"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","14","0.9100346020761245","238","40.53361344537815","-5.006055363321799","4.422145328719723","117.34037378225243","0.4611078866201551"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","15","0.9238754325259516","238","40.76470588235294","-4.92560553633218","4.468858131487889","113.5148160958336","0.3865781367522947"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","16","0.8979238754325259","238","40.705882352941174","-6.068339100346021","4.705882352941177","114.76583354586296","0.40990184676195635"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","17","0.903114186851211","238","40.983193277310924","-5.284602076124568","4.494809688581315","107.99327549155623","0.40663970279222067"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","18","0.9204152249134948","238","40.609243697478995","-4.998269896193771","4.41522491349481","116.09135097165314","0.40275193193087827"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","19","0.9083044982698962","238","40.85294117647059","-4.996539792387543","4.465397923875432","108.6496199571788","0.368516023665551"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","20","0.8875432525951558","238","40.5672268907563","-6.086505190311419","4.700692041522491","116.53457666949619","0.42035872929344575"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","21","0.9083044982698962","238","40.8109243697479","-5.089100346020762","4.5121107266435985","116.22640739000141","0.37960398623542885"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","22","0.8806228373702422","238","40.38655462184874","-6.185121107266436","4.690311418685121","111.1053343864941","0.4325426918031895"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","23","0.8875432525951558","238","40.95798319327731","-5.290657439446367","4.494809688581315","110.66847021991886","0.40107460422454555"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","24","0.8788927335640139","238","40.81512605042017","-6.071799307958478","4.730103806228374","113.80880074558806","0.3855740051814886"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","25","0.9342560553633218","238","40.642857142857146","-4.817474048442906","4.42560553633218","114.89752648339234","0.4202949919710392"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","26","0.8806228373702422","238","40.85294117647059","-6.052768166089965","4.674740484429066","113.2907327107317","0.3944472739360147"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","27","0.9221453287197232","238","40.739495798319325","-4.923875432525952","4.451557093425605","114.32383993446983","0.4226466688825332"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","28","0.889273356401384","238","41.07983193277311","-5.88840830449827","4.655709342560554","109.49846893275091","0.4225374646452789"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","29","0.8685121107266436","238","40.99159663865546","-6.236159169550173","4.771626297577854","104.10091207696944","0.41056293099969143"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","30","0.9221453287197232","238","40.78991596638655","-4.891003460207613","4.432525951557094","110.63474880520563","0.43373963761576206"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","31","0.9307958477508651","239","40.68619246861925","-4.740484429065744","4.370242214532872","107.04995374243087","0.43547524002072735"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","32","0.9221453287197232","239","40.80753138075314","-4.8944636678200695","4.458477508650519","109.5164163353689","0.4000256364396389"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","33","0.870242214532872","239","40.74476987447699","-6.283737024221454","4.7387543252595155","116.64853248924359","0.4289889156079245"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","34","0.9186851211072664","239","40.90794979079498","-4.932525951557094","4.448096885813149","120.3054880074338","0.4526526662750101"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","35","0.9325259515570934","239","40.7489539748954","-4.930795847750865","4.461937716262976","102.51125145303114","0.3999530278803252"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","36","0.889273356401384","239","40.0418410041841","-5.279411764705882","4.515570934256055","111.9013402366379","0.4557964595051682"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","37","0.8685121107266436","239","40.54811715481171","-6.2456747404844295","4.726643598615917","112.80940781291694","0.4519074882061732"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","38","0.9152249134948097","239","40.8326359832636","-5.0112456747404845","4.508650519031142","111.68065302775375","0.43644958128603506"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","39","0.9048442906574394","239","40.62761506276151","-5.0354671280276815","4.475778546712803","107.1838453440157","0.3765025427935661"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","40","0.9359861591695502","239","40.52301255230125","-4.890138408304498","4.486159169550173","103.5868737730585","0.3778729230309954"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","41","0.9152249134948097","239","40.64435146443515","-4.83044982698962","4.41522491349481","106.04900261268892","0.38927865861501887"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","42","0.8633217993079585","239","40.63179916317991","-6.3780276816609","4.7456747404844295","104.99847566465883","0.40657875504628566"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","43","0.8650519031141869","239","40.42259414225941","-6.265570934256055","4.724913494809688","107.01531977225267","0.4238377797939209"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","44","0.8823529411764706","239","40.64435146443515","-6.055363321799308","4.690311418685121","111.41170674212484","0.45661318760705555"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","45","0.8979238754325259","239","40.53974895397489","-5.218858131487889","4.510380622837371","100.58454793337403","0.3888828701265782"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","46","0.8719723183391004","239","40.96652719665272","-6.166955017301038","4.697231833910035","103.79761936035342","0.3875688095146529"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","47","0.9221453287197232","239","40.46443514644351","-4.9576124567474045","4.432525951557094","101.30092327674639","0.4013893186450289"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","48","0.9307958477508651","239","40.53556485355649","-4.86159169550173","4.474048442906574","106.82187428608981","0.38542969786001857"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","49","0.889273356401384","239","40.40585774058577","-5.289792387543253","4.503460207612457","106.690218086966","0.3968105785647573"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","50","0.9307958477508651","239","40.67782426778243","-4.732698961937716","4.404844290657439","107.97901219880512","0.4349873885672383"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","51","0.9186851211072664","239","40.61506276150627","-4.976643598615917","4.461937716262976","98.39397554725944","0.37034969485019587"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","52","0.8979238754325259","239","40.38912133891213","-5.172145328719723","4.5121107266435985","100.15260753597188","0.35810901891357205"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","53","0.9117647058823529","239","40.35146443514645","-5.079584775086505","4.510380622837371","106.76169520713376","0.3766598395972348"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","54","0.9100346020761245","239","40.66527196652719","-4.931660899653979","4.439446366782007","98.25985297077659","0.3673939066540851"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","55","0.9013840830449827","239","40.29707112970711","-5.909169550173011","4.662629757785467","105.07068227890085","0.42606577224027004"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","56","0.9307958477508651","239","40.70292887029289","-4.858131487889273","4.42560553633218","107.81776369868498","0.43513225771801317"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","57","0.9083044982698962","239","40.59832635983263","-5.070934256055363","4.460207612456747","107.29149960194374","0.41730182527965703"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","58","0.8979238754325259","239","40.79916317991632","-6.008650519031142","4.681660899653979","106.83752224586593","0.409845777782494"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","59","0.8823529411764706","239","40.52301255230125","-6.147058823529412","4.7543252595155705","103.02658061598599","0.3559086721225984"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","60","0.9152249134948097","239","40.57322175732217","-4.98356401384083","4.458477508650519","107.95449803772668","0.39424649019314456"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","61","0.9117647058823529","239","40.71548117154812","-4.817474048442906","4.384083044982699","99.3837447567774","0.3596336217091357"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","62","0.9048442906574394","239","40.41841004184101","-4.984429065743945","4.461937716262976","98.46089109350952","0.38489173612634436"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","63","0.8754325259515571","239","40.33891213389121","-6.002595155709343","4.695501730103806","110.75853970702964","0.44695712783853897"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","64","0.9117647058823529","239","40.82426778242678","-4.97318339100346","4.4342560553633215","100.82808545030622","0.3861883373545794"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","65","0.8546712802768166","239","40.8326359832636","-6.064878892733564","4.657439446366782","100.40930779646823","0.3282022838356654"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","66","0.8719723183391004","239","40.7907949790795","-5.4809688581314875","4.551903114186851","105.41776064760424","0.35250821911578956"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","67","0.856401384083045","239","40.65690376569037","-6.215397923875432","4.681660899653979","112.50948474285808","0.4438578656322919"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","68","0.9152249134948097","239","40.56066945606695","-5.0","4.455017301038063","109.56251193667218","0.42442547180101153"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","69","0.9013840830449827","239","40.41004184100419","-5.193771626297578","4.555363321799308","106.6519343507993","0.3674858527733862"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","70","0.8927335640138409","239","40.26778242677824","-5.947231833910035","4.676470588235294","97.4290459968368","0.37024628250608066"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","71","0.9013840830449827","239","40.51464435146443","-5.538927335640138","4.603806228373703","107.27223614547233","0.41498511398906823"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","72","0.9238754325259516","239","40.71548117154812","-4.856401384083045","4.449826989619377","106.75554369254884","0.38708919388767105"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","73","0.9117647058823529","239","40.35983263598327","-5.250865051903114","4.5","103.64078856501845","0.40342914424955073"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","74","0.9013840830449827","239","40.43933054393305","-5.290657439446367","4.5121107266435985","105.34018211940078","0.38477766774171557"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","75","0.8927335640138409","239","40.79497907949791","-5.301903114186851","4.474048442906574","108.46953815944693","0.36324825297228874"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","76","0.9134948096885813","239","40.44351464435147","-5.116782006920415","4.484429065743945","99.71517141182616","0.3519762536437408"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","77","0.870242214532872","239","40.37656903765691","-6.384948096885813","4.7543252595155705","110.73715537878898","0.39107233681384906"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","78","0.9238754325259516","239","40.71129707112971","-4.760380622837371","4.4411764705882355","105.64055410627103","0.42088256330504065"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","79","0.8996539792387543","239","40.48117154811715","-5.174740484429066","4.536332179930795","109.87110643385641","0.3983651676700935"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","80","0.8667820069204152","239","40.55230125523013","-6.009515570934256","4.719723183391004","108.7298418899586","0.38964945331218465"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","81","0.9134948096885813","239","40.62343096234309","-4.890138408304498","4.442906574394463","100.62451195806635","0.4439707437881742"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","82","0.9083044982698962","239","40.79497907949791","-5.642733564013841","4.6055363321799305","109.1014802534104","0.46682494416633663"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","83","0.903114186851211","239","40.76569037656904","-5.057093425605537","4.470588235294118","103.0180715591066","0.3655139637262421"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","84","0.9065743944636678","239","40.57322175732217","-5.077854671280277","4.536332179930795","106.0326189276281","0.3868097640263527"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","85","0.9100346020761245","239","40.75732217573222","-5.071799307958478","4.465397923875432","104.97567324782524","0.4040825754794474"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","86","0.9083044982698962","239","40.56066945606695","-4.93598615916955","4.3944636678200695","100.72090555041771","0.3865863083823889"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","87","0.9238754325259516","239","40.71966527196653","-5.173010380622838","4.4878892733564015","103.5791699777611","0.37565374008407915"
"SarsaAgent-0.05-0.90-0.35","SarsaAgent","0.05","0.9","0.35","88","0.8788927335640139","239","40.43933054393305","-5.806228373702422","4.633217993079585","94.5850151307097","0.32316447890071254"
