"id","agent","alpha","gamma","epsilon","training_index","train_performance","test_performance","num_states_visited","avg_visits_per_state","avg_score","avg_guesses","training_delta_raw","training_delta_rms"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","0","0.8738479262672811","0.9083044982698962","220","44.57272727272727","-9.736159169550174","4.546712802768166","422.6033908689899","3.369323403815573"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","1","0.9089861751152074","0.8996539792387543","230","41.78260869565217","-9.891868512110726","4.5121107266435985","217.5367582538849","1.4377316714972608"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","2","0.896889400921659","0.8996539792387543","232","41.66379310344828","-9.558823529411764","4.455017301038063","158.54137358792542","0.9658058406544288"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","3","0.8922811059907834","0.8858131487889274","234","41.47435897435897","-9.85553633217993","4.548442906574395","124.81887657360376","0.7232434153952502"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","4","0.9014976958525346","0.9048442906574394","235","41.314893617021276","-9.821799307958477","4.513840830449827","102.07142688969222","0.5716612703902091"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","5","0.9089861751152074","0.8788927335640139","235","40.82127659574468","-10.5060553633218","4.704152249134948","82.70523026838157","0.43051553055888303"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","6","0.9032258064516129","0.8979238754325259","235","41.06382978723404","-9.707612456747405","4.513840830449827","79.00267923118469","0.38723561862614975"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","7","0.9049539170506913","0.8910034602076125","235","41.08510638297872","-10.311418685121108","4.659169550173011","70.00436020750163","0.3403243460104361"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","8","0.8980414746543779","0.8719723183391004","235","41.361702127659576","-10.430795847750865","4.641868512110727","75.90704747318809","0.3526338899669033"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","9","0.8917050691244239","0.870242214532872","235","41.306382978723406","-10.676470588235293","4.7854671280276815","69.59694239699643","0.31024385367245083"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","10","0.9014976958525346","0.8806228373702422","235","41.136170212765954","-9.72491349480969","4.496539792387543","68.99874200049341","0.28417691046277577"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","11","0.9055299539170507","0.8806228373702422","235","40.748936170212765","-10.519031141868512","4.678200692041522","56.72826832332425","0.24752886846600283"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","12","0.9032258064516129","0.916955017301038","235","41.05531914893617","-9.566608996539792","4.4567474048442905","53.93139560658659","0.2260129363917457"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","13","0.8940092165898618","0.9065743944636678","235","41.04255319148936","-10.352941176470589","4.676470588235294","59.110797315092455","0.2929755421749745"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","14","0.9199308755760369","0.9273356401384083","235","40.638297872340424","-9.61159169550173","4.455017301038063","57.1043469576803","0.2588076907713044"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","15","0.8888248847926268","0.9100346020761245","235","41.00851063829787","-9.777681660899654","4.498269896193771","65.50414954214908","0.2880463679461683"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","16","0.9043778801843319","0.9221453287197232","235","40.8468085106383","-9.545847750865052","4.437716262975779","55.22381499254252","0.22488223426658002"
"SarsaAgent-0.05-0.75-0.05","SarsaAgent","0.05","0.75","0.05","17","0.9043778801843319","0.9152249134948097","235","40.62978723404255","-9.627162629757786","4.493079584775087","53.00046082330565","0.22039708844429695"
